Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
48,20240207-MicroHoles_study_1 (0.264) (280) ,11251,-25.0000,-15.3121,0.0000,-24.8293,-15.2058,0.0215,0.2022,0.1707,0.1063,0.0215,1.3869,0.0000,-1.3869,0.0000,1.3774,-0.0003,-1.3774,0.0014,0.0095,0.6846,
49,20240207-MicroHoles_study_1 (0.264) (280) ,11257,-25.0000,-16.7026,0.0000,-24.8280,-16.5870,0.0234,0.2085,0.1720,0.1156,0.0234,,,,,,,,,,,
50,20240207-MicroHoles_study_1 (0.264) (280) ,11248,-25.0000,-18.0952,0.0000,-24.8272,-17.9681,0.0254,0.2160,0.1728,0.1271,0.0254,1.3926,0.0000,-1.3926,0.0000,1.3812,0.0008,-1.3812,0.0020,0.0115,0.8253,
51,20240207-MicroHoles_study_1 (0.264) (280) ,11263,-25.0000,-19.4853,0.0000,-24.8274,-19.3473,0.0238,0.2222,0.1726,0.1380,0.0238,,,,,,,,,,,
52,20240207-MicroHoles_study_1 (0.264) (280) ,11260,-25.0000,-20.8753,0.0000,-24.8287,-20.7281,0.0232,0.2271,0.1713,0.1473,0.0232,1.3901,0.0000,-1.3901,0.0000,1.3808,-0.0012,-1.3808,-0.0006,0.0093,0.6662,
53,20240207-MicroHoles_study_1 (0.264) (280) ,11266,-25.0000,-22.2634,0.0000,-24.8273,-22.1064,0.0238,0.2346,0.1727,0.1570,0.0238,,,,,,,,,,,
54,20240207-MicroHoles_study_1 (0.264) (280) ,11269,-25.0000,-23.6516,0.0000,-24.8276,-23.4829,0.0243,0.2424,0.1724,0.1687,0.0243,1.3881,0.0000,-1.3881,0.0000,1.3765,-0.0004,-1.3765,0.0005,0.0117,0.8394,
55,20240207-MicroHoles_study_1 (0.264) (280) ,11218,-25.0000,-25.0384,0.0000,-24.8284,-24.8599,0.0234,0.2487,0.1716,0.1785,0.0234,,,,,,,,,,,
56,20240207-MicroHoles_study_1 (0.264) (280) ,11281,-25.0000,-26.4252,0.0000,-24.8286,-26.2372,0.0234,0.2555,0.1714,0.1881,0.0234,1.3869,0.0000,-1.3869,0.0000,1.3773,-0.0002,-1.3773,-0.0001,0.0095,0.6882,
57,20240207-MicroHoles_study_1 (0.264) (280) ,11278,-25.0000,-27.8121,0.0000,-24.8280,-27.6142,0.0231,0.2632,0.1720,0.1979,0.0231,,,,,,,,,,,
58,20240207-MicroHoles_study_1 (0.264) (280) ,11284,-25.0000,-29.2026,0.0000,-24.8277,-28.9940,0.0229,0.2715,0.1723,0.2086,0.0229,1.3904,0.0000,-1.3904,0.0000,1.3798,0.0003,-1.3798,-0.0002,0.0106,0.7657,
59,20240207-MicroHoles_study_1 (0.264) (280) ,11275,-25.0000,-30.6803,0.0000,-24.8288,-30.4612,0.0232,0.2791,0.1712,0.2191,0.0232,,,,,,,,,,,
60,20240207-MicroHoles_study_1 (0.264) (280) ,11290,-25.0000,-31.9848,0.0000,-24.8288,-31.7568,0.0255,0.2862,0.1712,0.2280,0.0255,1.3045,0.0000,-1.3045,0.0000,1.2956,-0.0001,-1.2956,0.0022,0.0089,0.6792,
61,20240207-MicroHoles_study_1 (0.264) (280) ,11287,-25.0000,-33.3753,0.0000,-24.8276,-33.1374,0.0250,0.2949,0.1724,0.2379,0.0250,,,,,,,,,,,
